PT.DOT Data Generator
AI-Powered Cultural POI Population Tool

Img Quality

Balanced (600px)
2005 POIs Generated
Single Generation
Solares e Conventos em Viseu
Generate Single
Full Country Batch
Strategy

Enrichment (Exclude Pillories)
Strictly excludes Fountains/Pillories. Focuses on SIPA IDs for Solares, Bridges, Ermidas.

Start From (Checkpoint)

Aveiro (Step 1)
Extraction Depth (Per District)

MAXIMUM (All Feasible)
Splits requests by theme automatically.

Start Full Batch
Preview
SQL Script
CSV Export
Main Data (Clean)
Images Relations (DB)
id,name,name_pt,category,subcategory,architect,year,description,wikipedia_url,sipa_id,lat,lon,source
1491,"Comenda Beach Walking Path","Percurso Pedestre da Praia da Comenda","trail","Percurso Pedestre","Desconhecido","Desconhecido","Este percurso pedestre na Arrábida serpenteia ao longo da costa, proporcionando acesso a praias escondidas e enseadas isoladas, com vistas inesquecíveis sobre o Atlântico. É ideal para os amantes da natureza e da caminhada costeira.","",,38.498,-8.973,"Batch (enrichment): Setúbal"
1492,"Creio Trail","Trilho do Creio","trail","Trilho","Desconhecido","Desconhecido","Localizado no coração da Serra da Arrábida, o Trilho do Creio é um percurso pedestre que mergulha em densas florestas mediterrânicas, revelando a flora e fauna locais. Oferece passagens por vales e elevações com vistas ocasionais sobre a paisagem serrana.","",,38.48,-8.978,"Batch (enrichment): Setúbal"
1493,"Santa Margarida Viewpoint","Miradouro de Santa Margarida","viewpoint","Miradouro","Desconhecido","Desconhecido","Situado nas proximidades de Palmela e da Serra da Arrábida, este miradouro oferece uma ampla e serena perspetiva sobre o estuário do Sado e as extensas planícies da região, sendo um excelente ponto para observação da paisagem.","",,38.56,-8.93,"Batch (enrichment): Setúbal"
1494,"Republic Square Garden Alameda","Jardim da Alameda da Praça da República","park","Jardim","Desconhecido","Séc. XX","Um espaço verde central e acolhedor na cidade de Setúbal, este jardim serve como um ponto de encontro e relaxamento. É caracterizado por árvores frondosas, canteiros floridos e áreas de lazer, integrado na arquitetura urbana envolvente.","",,38.524,-8.889,"Batch (enrichment): Setúbal"
1495,"Albarquel Urban Park","Parque Urbano de Albarquel","park","Parque Urbano","Desconhecido","Séc. XXI","Um moderno parque urbano localizado na frente ribeirinha de Setúbal, junto ao rio Sado. Oferece vastas áreas verdes, percursos pedestres e cicláveis, zonas desportivas e esplanadas, com excelentes vistas para o estuário e a Península de Troia.","",,38.508,-8.906,"Batch (enrichment): Setúbal"
1496,"Palmela Castle Viewpoint","Miradouro do Castelo de Palmela","viewpoint","Miradouro","Desconhecido","Séc. XII","Localizado na imponente fortaleza do Castelo de Palmela, este miradouro proporciona vistas panorâmicas espetaculares que se estendem pela Serra da Arrábida, o estuário do Sado e as planícies circundantes. A sua posição elevada oferece uma perspetiva única da região.","","PT011508030001",38.565,-8.9,"Batch (enrichment): Setúbal"
1497,"Livramento Stream Trail","Trilho da Ribeira do Livramento","trail","Trilho","Desconhecido","Desconhecido","Um percurso pedestre na Serra da Arrábida que segue o curso da Ribeira do Livramento. Este trilho oferece uma experiência imersiva na natureza, com vegetação exuberante, pequenas quedas de água e a tranquilidade do ambiente ribeirinho.","",,38.485,-8.965,"Batch (enrichment): Setúbal"
1498,"Bacalhôa Palace Garden","Jardim do Palácio da Bacalhôa","park","Jardim","Desconhecido","Séc. XV/XVI","Os magníficos jardins renascentistas do Palácio da Bacalhôa, em Azeitão, são um testemunho da arte paisagística. Com lagos, fontes, azulejos e elementos decorativos, complementam a arquitetura do palácio e são um exemplo notável de jardim histórico português.","","PT031512010002",38.541,-9.006,"Batch (enrichment): Setúbal"
1499,"Arrábida Convent Viewpoint","Miradouro do Convento da Arrábida","viewpoint","Miradouro","Desconhecido","Séc. XVI","Este miradouro, adjacente ao histórico Convento da Arrábida, oferece uma das mais impressionantes panorâmicas da região. Do alto, é possível contemplar o vasto oceano, a linha costeira acidentada e a densa vegetação da serra, num ambiente de profunda serenidade.","","PT031512010001",38.468,-8.995,"Batch (enrichment): Setúbal"
1500,"Boa Viagem Viewpoint","Miradouro da Boa Viagem","viewpoint","Miradouro","Desconhecido","Desconhecido","Localizado entre Setúbal e Sesimbra, na imponente Serra da Arrábida, o Miradouro da Boa Viagem é um local privilegiado para admirar a beleza natural da costa atlântica e as praias isoladas. Oferece vistas abertas e tranquilas sobre o mar.","",,38.45,-9.03,"Batch (enrichment): Setúbal"
1501,"Quinta da Comenda Gardens","Jardins da Quinta da Comenda","park","Jardim","Desconhecido","Séc. XVIII","Os jardins históricos da Quinta da Comenda complementam a antiga propriedade, oferecendo um espaço verde com vistas para o estuário do Sado. São um exemplo da arquitetura paisagística que outrora adornava as quintas nobres da região.","","PT031512010003",38.496,-8.95,"Batch (enrichment): Setúbal"
1502,"Mountain Route Walking Path","Percurso Pedestre Rota da Serra","trail","Percurso Pedestre","Desconhecido","Desconhecido","Este percurso na Serra da Arrábida convida à exploração da sua paisagem acidentada e rica em flora mediterrânica. Oferece aos caminhantes diversos pontos de interesse natural e vistas sobre vales e colinas.","",,38.49,-8.96,"Batch (enrichment): Setúbal"
1503,"Palmela Pousada Viewpoint","Miradouro da Pousada de Palmela","viewpoint","Miradouro","Desconhecido","Séc. XX","Integrado na Pousada de Palmela, instalada no Castelo de Palmela, este miradouro oferece vistas excecionais sobre a paisagem circundante, incluindo o Castelo de Palmela e as extensões da região de Setúbal. É um local estratégico para observação.","","PT011508030001",38.5645,-8.9005,"Batch (enrichment): Setúbal"
1504,"Misericórdia Square Garden","Jardim do Largo da Misericórdia","park","Jardim","Desconhecido","Séc. XX","Um pequeno e charmoso jardim público localizado no Largo da Misericórdia, no centro histórico de Setúbal. Com árvores, bancos e uma atmosfera tranquila, é um local agradável para um breve descanso entre edifícios históricos.","",,38.5235,-8.8885,"Batch (enrichment): Setúbal"
1505,"Sado Estuary Mouth Trail","Trilho da Foz do Sado","trail","Trilho","Desconhecido","Desconhecido","Este percurso pedestre explora a área fascinante da foz do rio Sado, uma zona de grande importância ecológica. É ideal para a observação de aves aquáticas e para apreciar as paisagens únicas do estuário, um habitat natural diversificado.","",,38.485,-8.895,"Batch (enrichment): Setúbal"
1506,"Portinho da Arrábida Viewpoint","Miradouro do Portinho da Arrábida","viewpoint","Miradouro","Desconhecido","Desconhecido","Oferece uma vista idílica sobre a pequena baía do Portinho da Arrábida, uma das praias mais pitorescas da região. A paisagem é dominada pelo azul-turquesa da água e o verde exuberante da serra, criando um cenário perfeito.","",,38.472,-8.99,"Batch (enrichment): Setúbal"
1507,"Cathedral of Viana do Castelo","Sé Catedral de Viana do Castelo (Igreja Matriz)","church","Sé","Desconhecido","Séc. XV","Robusto edifício gótico, com torres ameias e uma fachada principal de influência românica, iniciado no século XV sobre um templo anterior. É um dos monumentos religiosos mais significativos da cidade.","","PT011609310020",41.6933,-8.8288,"Batch (enrichment): Viana do Castelo"
1508,"Church of Misericórdia of Viana do Castelo","Igreja da Misericórdia de Viana do Castelo","church","Igreja","Desconhecido","Séc. XVI","Exemplo notável de arquitetura maneirista, construída entre 1589 e 1614, com uma rica fachada decorada e um interior de talha dourada, que reflete a opulência da época.","","PT011609310023",41.6929,-8.8285,"Batch (enrichment): Viana do Castelo"
1509,"Sanctuary of Santa Luzia","Santuário de Santa Luzia","church","Santuário","Miguel Ventura Terra","1904","Edifício icónico em estilo neorromânico-bizantino, com início de construção em 1904. A sua monumentalidade e localização privilegiada no Monte de Santa Luzia oferecem vistas deslumbrantes sobre Viana do Castelo e o rio Lima.","","PT011609310008",41.7061,-8.8078,"Batch (enrichment): Viana do Castelo"
1510,"Church of São Domingos (Former Convent)","Igreja de São Domingos (Antigo Convento)","church","Igreja Conventual","Desconhecido","Séc. XVI","Conjunto arquitetónico do século XVI, associado ao antigo Convento de São Domingos. A igreja apresenta uma fachada austera e um interior barroco, com destaque para a capela-mor e altares laterais.","","PT011609310022",41.6936,-8.8277,"Batch (enrichment): Viana do Castelo"
1511,"Church of Carmo","Igreja do Carmo","church","Igreja","Manuel Fernandes da Silva","Séc. XVIII","Igreja barroca do século XVIII, concebida por Manuel Fernandes da Silva. Destaca-se pela sua planta centralizada e pela talha dourada do seu interior, um dos exemplos mais ricos do barroco vianense.","","PT011609310041",41.6947,-8.8279,"Batch (enrichment): Viana do Castelo"
1512,"Chapel of Nossa Senhora da Agonia","Capela de Nossa Senhora da Agonia","church","Capela","Desconhecido","1740","Capela barroca, construída entre 1740 e 1759, conhecida por ser o centro da Romaria da Senhora da Agonia. Possui uma fachada simples mas elegante e um interior venerado.","","PT011609310036",41.6918,-8.8317,"Batch (enrichment): Viana do Castelo"
1513,"Church of São Salvador de Perre","Igreja Paroquial de São Salvador de Perre","church","Igreja Paroquial","Desconhecido","Séc. XII","Igreja de origem românica (século XII), com várias modificações ao longo dos séculos. Conserva elementos da sua traça primitiva, testemunhando a arquitetura medieval da região.","","PT011609310004",41.7371,-8.761,"Batch (enrichment): Viana do Castelo"
1514,"Monastery of São Romão do Neiva","Mosteiro de São Romão do Neiva","church","Mosteiro","Desconhecido","Séc. XII","Antigo mosteiro beneditino de fundação medieval (século XII), com uma igreja paroquial que preserva traços românicos. Apesar das alterações, é um valioso exemplar do românico minhoto.","","PT011609310005",41.6366,-8.7909,"Batch (enrichment): Viana do Castelo"
1515,"Parish Church of Vila Nova de Anha","Igreja Paroquial de Vila Nova de Anha","church","Igreja Paroquial","Desconhecido","Séc. XVII","Igreja barroca dos séculos XVII-XVIII, com uma fachada imponente e um interior rico em talha dourada. Destaca-se pela sua volumetria e pela integração na paisagem rural.","","PT011609310046",41.6367,-8.8188,"Batch (enrichment): Viana do Castelo"
1516,"Parish Church of Santa Marta de Portuzelo","Igreja Paroquial de Santa Marta de Portuzelo","church","Igreja Paroquial","Desconhecido","Séc. XVIII","Igreja do século XVIII em estilo barroco, caracterizada pela sua fachada simples mas harmoniosa e um interior que acolhe elementos decorativos da época, como altares de talha.","","PT011609310043",41.7226,-8.7844,"Batch (enrichment): Viana do Castelo"
1517,"Mother Church of Ponte de Lima","Igreja Matriz de Ponte de Lima (Santa Maria Maior)","church","Igreja Matriz","Desconhecido","Séc. XV","Edifício gótico com origem românica (século XII), reconstruído no século XV. Apresenta uma torre sineira robusta e um interior que reflete as diversas fases construtivas, integrando-se na malha urbana medieval.","","PT011607070007",41.7661,-8.6015,"Batch (enrichment): Viana do Castelo"
1518,"Church of Misericórdia of Ponte de Lima","Igreja da Misericórdia de Ponte de Lima","church","Igreja","Desconhecido","Séc. XVI","Igreja do século XVI, com traços maneiristas. Destaca-se pela sua fachada com portal renascentista e um interior decorado com elementos barrocos, refletindo as transições estilísticas da época.","","PT011607070008",41.7663,-8.6023,"Batch (enrichment): Viana do Castelo"
1519,"Convent of Santo António dos Frades (Ponte de Lima)","Convento de Santo António dos Frades (Ponte de Lima)","church","Convento","Desconhecido","Séc. XV","Antigo convento franciscano fundado nos séculos XV-XVI, que apresenta uma arquitetura austera, mas com elementos góticos e maneiristas. A igreja conventual preserva o ambiente de clausura e devoção.","","PT011607070010",41.7669,-8.5997,"Batch (enrichment): Viana do Castelo"
1520,"Church of São Tiago de Refóios","Igreja de São Tiago de Refóios do Lima","church","Igreja Paroquial","Desconhecido","Séc. XVIII","Igreja paroquial do século XVIII, que se destaca pela sua notável fachada barroca e uma torre sineira imponente. O seu interior alberga retábulos de talha dourada característicos do período.","","PT011607100003",41.8016,-8.5441,"Batch (enrichment): Viana do Castelo"
1521,"Monastery of Bravães","Mosteiro de Bravães","church","Mosteiro","Desconhecido","Séc. XII","Antigo mosteiro beneditino com uma igreja românica (séculos XII-XIII) que é um dos mais importantes monumentos românicos do Minho, famosa pela exuberância e qualidade da sua portada.","","PT011606020002",41.7927,-8.3756,"Batch (enrichment): Viana do Castelo"
